Accession Number,Is Public Domain,Object ID,Department,Accession Year,Object Name,Title,Culture,Period,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,County,Country,Region,Classification,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,,,,,,,,,,,,,,,,
30.49.4,TRUE,9584,The American Wing,1930,Vase,Covered Vase,Chinese,,,,,,,,,,,,,,,ca. 1800,1797,1800,Porcelain,H. 13 in. (33 cm),"Gift of Mrs. W. R. Moore, in memory of Nana Louise Moore, 1930",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/9584,https://www.wikidata.org/wiki/Q116339866,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
42.149.34,TRUE,9739,The American Wing,1942,Slop bowl,Slop Bowl,Chinese,,,,,,,,,,,,,,,1800–1815,1800,1815,Porcelain,H. 2 3/8 in. (6 cm); Diam. 5 1/2 in. (14 cm),"Gift of Mrs. J. Insley Blair, 1942",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/9739,https://www.wikidata.org/wiki/Q116337819,,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q2092297,,,,,,,,,,,,,,,,
35.49.1,TRUE,9750,The American Wing,1935,Water basin,Water basin,Chinese,,,,,,,,,,,,,,,1800–1810,1800,1810,Porcelain,H. 4 3/4 in. (12.1 cm); Diam. 11 3/8 in. (28.9 cm),"Rogers Fund, 1935",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/9750,https://www.wikidata.org/wiki/Q116337471,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
39.58,TRUE,12928,The American Wing,1939,Painting,Liberty,"Chinese, for American market",,577,Artist, ,Chinese Painter, , ,"Chinese, Painter",American,          ,          ,,,,ca. 1800,1797,1800,Oil on glass,22 3/4 x 16 1/4 in. (57.8 x 41.3 cm),"Rogers Fund, 1939",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/12928,https://www.wikidata.org/wiki/Q79016331,,"Metropolitan Museum of Art, New York, NY",Women|Eagles,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q2092297,,,,,,,,,,,,,,,,
46.67.85,TRUE,12929,The American Wing,1946,Painting,Liberty,"Chinese, for American market",,,,,,,,,,,,,,,Ca. 1800,1797,1800,verre églomisé,20 3/4 x 15 1/2 in. (52.7 x 39.4 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/12929,https://www.wikidata.org/wiki/Q79016227,,"Metropolitan Museum of Art, New York, NY",Eagles|Flags|Allegory|Women,http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300195678|http://vocab.getty.edu/page/aat/300055866|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q14660|https://www.wikidata.org/wiki/Q18535|https://www.wikidata.org/wiki/Q467,,,,,,,,,,,,,,,,
64.309.6,TRUE,12965,The American Wing,1964,Painting,Pater Patriae,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1800,1797,1800,Oil on glass,14 1/4 x 10 1/4 in. (36.2 x 26 cm),"Gift of Edgar William and Bernice Chrysler Garbisch, 1964",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/12965,https://www.wikidata.org/wiki/Q79015842,,"Metropolitan Museum of Art, New York, NY",George Washington|Men|Women|Angels,http://vocab.getty.edu/page/ulan/500126198|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q23|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q235113,,,,,,,,,,,,,,,,
25.84.4,TRUE,13817,The American Wing,1925,Piece,Piece,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,"Silk, woven",25 1/2 x 29 3/4 in. (64.8 x 75.6 cm),"Gift of Miss M. E. Powell, 1925",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/13817,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
25.84.10,TRUE,13818,The American Wing,1925,Piece,Piece,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,"Silk, woven",Dimensions unrecorded,"Gift of Miss M. E. Powell, 1925",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/13818,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
56.236,TRUE,13824,The American Wing,1956,Piece,Piece,Chinese,,,,,,,,,,,,,,,1800–1850,1800,1850,"Silk, damask, woven",15 1/2 x 30 in. (39.4 x 76.2 cm),"Purchased with funds from various donors, 1956",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/13824,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
25.84.7,TRUE,17675,The American Wing,1925,Piece,Piece,Chinese,,,,,,,,,,,,,,,1800–1850,1800,1850,woven,20 x 10 in. (50.8 x 25.4 cm),"Gift of Miss M. E. Powell, 1925",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/17675,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
6.8,TRUE,22079,Arms and Armor,1906,Saddle (Kura),Saddle (Kura),Korean or Chinese,,,,,,,,,,,,,,,17th–18th century,1600,1799,"Wood, staghorn",9 1/2 x 20 in. (24.13 x 50.8 cm),"Rogers Fund, 1906",,,,,,Equestrian Equipment-Saddles,http://www.metmuseum.org/art/collection/search/22079,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
14.25.703,TRUE,22264,Arms and Armor,1914,Scale armor,Scale Armor,Chinese,,,,,,,,,,,,,,,ca. 18th century,1650,1800,"Iron, tin, textile (hemp, velvet), pigment, gold",Wt. 23 lb. 9 oz. (10.69 kg); Wt. of helmet 3 lb. 11 oz. (1672.6 g),"Gift of William H. Riggs, 1913",,,,,,Armor for Man-Scale Armor,http://www.metmuseum.org/art/collection/search/22264,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"14.48.1a, b",TRUE,22412,Arms and Armor,1914,Saber (Peidao) with scabbard,Saber (Peidao) with Scabbard,Chinese,,,,,,,,,,,,,,,late 18th–19th century,1750,1900,"Steel, gold, silver, brass, bronze, silk, leather, wood",H. with scabbard 37 in. (94 cm); H. without scabbard 34 1/2 in. (87.6 cm); H. of blade 28 3/4 in. (73 cm); W. 3 1/4 in. (8.3 cm); D. 2 7/8 in. (7.3 cm); Wt. 1 lb. 5.1 oz. (598.2 g); Wt. of scabbard 9 oz. (255.1 g),"Rogers Fund, 1914",,,,,,Swords,http://www.metmuseum.org/art/collection/search/22412,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
16.118.29a–m,TRUE,22624,Arms and Armor,1916,Armor,Armor,Chinese,,,,,,,,,,,,,,,18th century,1701,1800,"Steel, copper, gold, silk, metallic thread","Helmet (a); H. including nape defense 21 3/4 in. (55.2 cm); H. excluding nape defense 11 1/4 in. (28.6 cm); W. 8 in. (20.3 cm); D. 10 in. (25.4 cm); Wt. 3 lbs. 10.7 oz. (1664.1 g); collar (j, k); laid flat, H. 7 3/4 in. (19.7 cm); W. 21 in. (53.5 cm); Wt. 6 oz. (170.1 g)","Gift of Lai-Yuan and Co., 1916",,,,,,Armor for Man,http://www.metmuseum.org/art/collection/search/22624,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"32.75.301a, b",TRUE,23387,Arms and Armor,1932,Sword (Peidao) with scabbard,Sword (Peidao) with Scabbard,"blade, Japanese; mounting, Chinese",,,,,,,,,,,,,,,"mounting, ca. 1750–1800",1725,1825,"Steel, wood, iron, mother-or-pearl, gold, coral, malachite, lapis lazuli, silk, lacquer",H. with scabbard 37 in. (94 cm); H. without scabbard 35 1/4 in. (89.5 cm); H. of blade 28 3/4 in. (73 cm); W. 3 in. (7.6 cm); Wt. 1 lb. 8.8 oz. (703.1 g); Wt. of scabbard 8.4 oz. (238.1 g),"The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",,,,,,Swords,http://www.metmuseum.org/art/collection/search/23387,,,"Metropolitan Museum of Art, New York, NY",Dragons,http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q7559,,,,,,,,,,,,,,,,
36.25.2a–qq,TRUE,24010,Arms and Armor,1936,Ceremonial armors for man (<i>Dingjia</i>) and horse,Ceremonial Armors for Man (&lt;i&gt;Dingjia&lt;/i&gt;) and Horse,Chinese,,,,,,,,,,,,,,,18th century,1701,1800,"Steel, gold, silver, velvet, satin, iron, coral, malachite, turquoise, crystal, silk, cotton, brass, pearls, marten, feathers (kingfisher), paper, lacquer",Helmet (a); H. including nape defense 19 in. (48.3 cm); H. excluding nape defense 11 1/2 in. (29.2 cm); W. 8 3/16 in. (20.8 cm); D. 9 3/4 in. (24.8 cm); Wt. 3 lbs. 11.8 oz. (1695.3 g); helmet lining (b); Wt. 2.8 oz. (79.4 g),"Bequest of George C. Stone, 1935",,,,,,Armor for Horse and Man,http://www.metmuseum.org/art/collection/search/24010,,,"Metropolitan Museum of Art, New York, NY",Dragons,http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q7559,,,,,,,,,,,,,,,,
36.25.2061,TRUE,24465,Arms and Armor,1936,Spear,Spear,Chinese,,,,,,,,,,,,,,,18th century,1701,1800,"Steel, wood, pigment",L. 89 1/4 in. (226.7 cm); L. of head 24 1/4 in. (61.6 cm); W. 9 1/4 in. (23.5 cm); Wt. 5 lbs. 4.4 oz. (2392.7 g),"Bequest of George C. Stone, 1935",,,,,,Shafted Weapons,http://www.metmuseum.org/art/collection/search/24465,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
2001.581,TRUE,24974,Arms and Armor,2001,Spearhead,Spearhead (?/?   ??),Chinese,,,,,,,,,,,,,,,17th–18th century,1601,1800,"Steel, gold",L. 14 7/8 in. (37.8 cm),"Purchase, Arthur Ochs Sulzberger Gift, 2001",,,,,,Shafted Weapons,http://www.metmuseum.org/art/collection/search/24974,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
2002.17.1–.20,TRUE,24977,Arms and Armor,2002,Nineteen ornamental fittings from a horse harness and an ornamental saddle plate,Nineteen Ornamental Fittings from a Horse Harness and an Ornamental Saddle Steel,"saddle plate, Chinese or Tibetan; harness fittings, Tibetan",,,,,,,,,,,,,,,"saddle plate, 17th–18th century; harness fittings, 15th–17th century",1401,1800,"Iron, gold, silver, copper, leather","Saddle plate (2002.17.20); H. 3 1/2 in. (8.9 cm); W. 4 1/4 in. (10.8 cm); Wt. 5.5 oz. (155.9 g); harness fittings (2002.17.4, .7, .10, .16); L. 3 1/8 in. (7.9 cm) to 2 1/8 in. (5.4 cm)","Purchase, Kenneth and Vivian Lam Gift, 2002",,,,,,Equestrian Equipment,http://www.metmuseum.org/art/collection/search/24977,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
2000.404,TRUE,25113,Arms and Armor,2000,Pommel plate,Pommel Plate,Eastern Tibetan or Chinese,,,,,,,,,,,,,,,possibly 17th–18th century,1575,1825,"Iron, gold, silver",H. 10 1/4 in. (26 cm); W. 10 in. (25.4 cm),"Purchase, Bernice and Jerome Zwanger Gift, 2000",,,,,,Equestrian Equipment-Saddles,http://www.metmuseum.org/art/collection/search/25113,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
2001.56,TRUE,26598,Arms and Armor,2001,Ax Head,Ax Head,probably Chinese,,,,,,,,,,,,,,,15th–18th century,1401,1800,"Iron, gold",L. 9 in. (22.9 cm); H. 5 7/8 in. (14.9 cm),"Purchase, Arthur Ochs Sulzberger Gift, 2001",,,,,,Shafted Weapons,http://www.metmuseum.org/art/collection/search/26598,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
2001.182,TRUE,26607,Arms and Armor,2001,Decorative fitting from a crupper strap,Decorative Fitting from a Crupper Strap,Eastern Tibetan or Chinese for the Tibetan market,,,,,,,,,,,,,,,17th–18th century,1601,1800,"Iron, gold, silver",L. 3 3/4 in. (9.5 cm); W. 1 5/8 in. (4.1 cm); Wt. 3 oz. (85 g),"Purchase, Arthur Ochs Sulzberger Gift, 2001",,,,,,Equestrian Equipment,http://www.metmuseum.org/art/collection/search/26607,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"2000.206a, b",TRUE,26615,Arms and Armor,2000,Spearhead and storage case,Spearhead and Storage Case (?  ??),"spearhead, Chinese or Mongolian; case, Tibetan",,,,,,,,,,,,,,,17th–18th century,1601,1800,"Steel, gold, leather, copper, possibly cork, wood",L. of spearhead 14 3/8 in. (36.5 cm); W. 1 3/8 in. (3.5 cm); L. of case 15 1/2 in. (39.4 cm); W. 2 1/4 in. (5.7 cm),"Rogers Fund, 2000",,,,,,Machines & Appliances,http://www.metmuseum.org/art/collection/search/26615,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
1999.32,TRUE,26625,Arms and Armor,1999,Whistling arrowhead,Whistling Arrowhead,Chinese or Tibetan,,,,,,,,,,,,,,,17th–18th century,1601,1800,"Iron, gold",L. 6 1/2 in. (16.5 cm),"Purchase, Edward C. Dittus Gift, 1999",,,,,,Archery Equipment-Arrowheads,http://www.metmuseum.org/art/collection/search/26625,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
1999.318,TRUE,26635,Arms and Armor,1999,Saddle,Saddle,Eastern Tibetan or Chinese,,,,,,,,,,,,,,,possibly 17th–18th century,1575,1825,"Iron, gold, silver, copper, leather, wood, textile",H. 10 in. (25.4 cm); L. 21 1/2 in. (54.6 cm); W. 11 1/2 in. (29.2 cm),"Rogers Fund, 1999",,,,,,Equestrian Equipment-Saddles,http://www.metmuseum.org/art/collection/search/26635,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
1998.316,TRUE,26642,Arms and Armor,1998,Saddle,Saddle (?    ????),Chinese,,,,,,,,,,,,,,,17th–18th century,1601,1800,"Iron, gold, silver, wood, coral, ivory, silk, hair, tin, pigments, leather",H. including textile 13 3/4 in. (34.9 cm); L. 27 3/4 in. (70.4 cm); W. 14 1/2 in. (36.8 cm),"Purchase, Gift of J. Pierpont Morgan, Bequest of Stephen V. Grancsay, The Collection of Giovanni P. Morosini, presented by his daughter Giulia, and Gift of Prince Albrecht Radziwill, by exchange, and Nicholas A. Zabriskie Gift, 1998",,,,,,Equestrian Equipment-Saddles,http://www.metmuseum.org/art/collection/search/26642,,,"Metropolitan Museum of Art, New York, NY",Dragons,http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q7559,,,,,,,,,,,,,,,,
1997.214.1,TRUE,26656,Arms and Armor,1997,Saddle (<i>gser sga</i>),Saddle (&lt;i&gt;gser sga&lt;/i&gt;),Eastern Tibetan or Chinese for the Tibetan market,,,,,,,,,,,,,,,17th–18th century,1601,1800,"Iron, gold, silver, wood, leather, textile",H. 10 3/4 in. (27.3 cm); L. 22 1/2 in. (57.2 cm); W. 11 3/4 in. (29.8 cm),"Purchase, Rogers Fund and Bequest of Stephen V. Grancsay, by exchange, 1997",,,,,,Equestrian Equipment-Saddles,http://www.metmuseum.org/art/collection/search/26656,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"36.25.1451a, b",TRUE,26740,Arms and Armor,1936,Sword with scabbard,Sword with Scabbard,probably Chinese or Vietnamese,,,,,,,,,,,,,,,18th–19th century,1701,1900,"Steel, ivory (elephant's tooth), silver, pearl shell, wood",L. with scabbard 36 3/4 in. (93.3 cm); L. without scabbard 34 3/8 in. (87.3 cm); W. 4 1/4 in. (10.8 cm); Wt. 1 lb. 5.3 oz. (603.8 g); Wt. of scabbard 5.9 oz. (167.3 g),"Bequest of George C. Stone, 1935",,,,,,Swords,http://www.metmuseum.org/art/collection/search/26740,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
36.25.1885,TRUE,26882,Arms and Armor,1936,Mace,Mace,Chinese,,,,,,,,,,,,,,,18th century,1701,1800,"Iron, brass",L. 16 1/4 in. (41.3 cm),"Bequest of George C. Stone, 1935",,,,,,Shafted Weapons,http://www.metmuseum.org/art/collection/search/26882,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
2004.205,TRUE,27304,Arms and Armor,2004,Baton (Bian),Baton (Bian),Chinese,,,,,,,,,,,,,,,18th–19th century,1701,1900,"Iron, silver, gold, turquoise, coral, agate",L. 39 in. (99.1 cm),"Gift of Bashir Mohamed and Rifaat Sheikh El-Ard, 2004",,,,,,Swords-Accessories,http://www.metmuseum.org/art/collection/search/27304,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"60.107a, b",TRUE,27397,Arms and Armor,1960,Knife with sheath,Imperial Knife with Sheath,Chinese,,,,,,,,,,,,,,,18th century,1701,1800,"Steel, lapis lazuli, turquoise, pink stone, gold, enamel",L. with sheath 11 1/4 in. (28.6 cm); L. without sheath 10 9/16 in. (26.8 cm); W. 15/16 in. (2.4 cm); Wt. 3.5 oz. (99.2 g); Wt. of sheath 4.9 oz. (138.9 g),"Rogers Fund, 1960",,,,,,Knives,http://www.metmuseum.org/art/collection/search/27397,https://www.wikidata.org/wiki/Q116317336,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
36.25.1480a–c,TRUE,27929,Arms and Armor,1936,Double sword with scabbard,Double Sword with Scabbard,Chinese,,,,,,,,,,,,,,,18th–19th century,1701,1900,"Steel, bronze, sharkskin, horn, wood",L. with scabbard 28 in. (71.1 cm); L. of each without scabbard 25 3/8 in. (64.5 cm); W. 3 in. (7.6 cm); Wt. of each 1 lb. 1.1 oz. (484.8 g); Wt. of scabbard 12.1 oz. (343 g),"Bequest of George C. Stone, 1935",,,,,,Swords,http://www.metmuseum.org/art/collection/search/27929,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"36.25.1484a, b",TRUE,27930,Arms and Armor,1936,Sword with scabbard,Sword with Scabbard,Chinese,,,,,,,,,,,,,,,18th–19th century,1701,1900,"Steel, bronze, leather, cord, wood, silver, probably stone",L. with scabbard 40 3/8 in. (102.6 cm); L. without scabbard 36 3/16 in. (91.9 cm); L. of blade 29 in. (73.7 cm); W. 3 1/2 in. (8.9 cm); Wt. 1 lb. 14.5 oz. (864.7 g); Wt. of scabbard 1 lb. 4.5 oz. (581.2 g),"Bequest of George C. Stone, 1935",,,,,,Swords,http://www.metmuseum.org/art/collection/search/27930,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"36.25.1486a, b",TRUE,27931,Arms and Armor,1936,Sword with scabbard,Sword with Scabbard,Chinese,,,,,,,,,,,,,,,18th–19th century,1701,1900,"Steel, silver, wood",L. with scabbard 41 3/4 in. (106 cm); L. without scabbard 40 7/8 in. (103.8 cm); L. of blade 33 in. (83.8 cm); W. 3 3/4 in. (9.5 cm); Wt. 2 lb. 2.9 oz. (989.4 g); Wt. of scabbard 13.8 oz. (391.2 g),"Bequest of George C. Stone, 1935",,,,,,Swords,http://www.metmuseum.org/art/collection/search/27931,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
36.25.1907,TRUE,30720,Arms and Armor,1936,Mace,Mace,Chinese,,,,,,,,,,,,,,,18th–19th century,1701,1900,Steel,L. 32 1/2 in. (82.6 cm); W. 4 in. (10.2 cm); Wt. 3 lb. 15.8 oz. (1808.7 g),"Bequest of George C. Stone, 1935",,,,,,Shafted Weapons,http://www.metmuseum.org/art/collection/search/30720,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
36.25.1909,TRUE,30722,Arms and Armor,1936,Mace,Mace,Chinese,,,,,,,,,,,,,,,18th–19th century,1701,1900,Iron,L. 33 in. (83.8 cm); W. 2 in. (5.1 cm); Wt. 5 lb. 2.5 oz. (2338.8 g),"Bequest of George C. Stone, 1935",,,,,,Shafted Weapons,http://www.metmuseum.org/art/collection/search/30722,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
36.25.1912,TRUE,30725,Arms and Armor,1936,Mace,Mace,Chinese,,,,,,,,,,,,,,,18th–19th century,1701,1900,Steel,L. 32 1/2 in. (82.6 cm); W. 4 in. (10.2 cm); Wt. 3 lb. 14.9 oz. (1783.2 g),"Bequest of George C. Stone, 1935",,,,,,Shafted Weapons,http://www.metmuseum.org/art/collection/search/30725,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
36.25.1916,TRUE,30729,Arms and Armor,1936,Mace,Mace,Chinese,,,,,,,,,,,,,,,18th–19th century,1701,1900,"Brass, cord",L. 20 1/2 in. (52.1 cm); W. 5 in. (12.7 cm); Wt. 2 lb. 9 oz. (1162.3 g),"Bequest of George C. Stone, 1935",,,,,,Shafted Weapons,http://www.metmuseum.org/art/collection/search/30729,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
36.25.1919,TRUE,30732,Arms and Armor,1936,Mace,Mace,Chinese,,,,,,,,,,,,,,,18th–19th century,1701,1900,"Steel, wood, copper",L. 27 1/4 in. (69.2 cm); W. 2 1/2 in. (6.4 cm); Wt. 3 lb. 1.9 oz. (1414.6 g),"Bequest of George C. Stone, 1935",,,,,,Shafted Weapons,http://www.metmuseum.org/art/collection/search/30732,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
36.25.1886,TRUE,30860,Arms and Armor,1936,Mace,Mace,Chinese,,,,,,,,,,,,,,,18th–19th century,1701,1900,"Iron, cane",L. 19 7/8 in. (50.5 cm); W. 1 1/2 in. (3.8 cm); Wt. 1 lb. 15.1 oz. (881.7 g),"Bequest of George C. Stone, 1935",,,,,,Shafted Weapons,http://www.metmuseum.org/art/collection/search/30860,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"36.25.1629a, b",TRUE,30930,Arms and Armor,1936,Sword with scabbard,Sword with Scabbard,Chinese,,,,,,,,,,,,,,,18th–19th century,1701,1900,"Steel, iron, leather",H. with scabbard 37 3/4 in. (95.9 cm); H. without scabbard 35 3/4 in. (90.8 cm); H. of blade 29 in. (73.7 cm); W. 3 1/2 in. (8.9 cm); W. of blade 1 3/4 in. (4.5 cm); Wt. 2 lb. 12 oz. (1247.4 g); Wt. of scabbard 1 lb. 0.1 oz. (456.4 g),"Bequest of George C. Stone, 1935",,,,,,Swords,http://www.metmuseum.org/art/collection/search/30930,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"36.25.1453a, b",TRUE,31096,Arms and Armor,1936,Sword with scabbard,Sword with Scabbard,Indo-Chinese,,,,,,,,,,,,,,,18th–19th century,1701,1900,,L. with scabbard 36 3/4 in. (93.3 cm); L. without scabbard 34 1/4 in. (87 cm); W. 4 1/4 in. (10.8 cm); Wt. 1 lb. 4 oz. (567 g); Wt. of scabbard 5.1 oz. (144.6 g),"Bequest of George C. Stone, 1935",,,,,,Swords,http://www.metmuseum.org/art/collection/search/31096,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"36.25.1473a, b",TRUE,31106,Arms and Armor,1936,Sword with scabbard and Belt Hook,Sword with Scabbard and Belt Hook,Chinese,,,,,,,,,,,,,,,18th century,1701,1800,"Steel, gold, brass, shark skin, wood, textile",H. with scabbard 39 1/2 in. (100.3 cm); H. without scabbard 38 in. (96.5 cm); H. of blade 31 3/4 in. (80.7 cm); W. 3 1/2 in. (8.9 cm); Wt. 1 lb. 11.5 oz. (779.6 g); Wt. of scabbard 15.1 oz. (428.1 g),"Bequest of George C. Stone, 1935",,,,,,Swords,http://www.metmuseum.org/art/collection/search/31106,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
